"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2022-04-03T17:46:42.319+09:00"
"RESULT_INF"
"TOTAL_NUMBER","324"
"FROM_NUMBER","1"
"TO_NUMBER","324"
"TABLE_INF","0003443838"
"STAT_NAME","00200524","人口推計"
"GOV_ORG","00200","総務省"
"STATISTICS_NAME","人口推計 各月1日現在人口 概算値"
"TITLE","001","概算値 年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-"
"CYCLE","月次"
"SURVEY_DATE","0"
"OPEN_DATE","2022-03-22"
"SMALL_AREA","0"
"COLLECT_AREA","全国"
"MAIN_CATEGORY","02","人口・世帯"
"SUB_CATEGORY","01","人口"
"OVERALL_TOTAL_NUMBER","324"
"UPDATED_DATE","2022-03-22"
"STATISTICS_NAME_SPEC","人口推計","各月1日現在人口","概算値","","",""
"TITLE_SPEC","概算値","年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-","","","",""
"NOTE","***","　"
"NOTE","-","該当数値がないもの　"
"VALUE"
"tab_code","表章項目","cat01_code","人口","cat02_code","男女別","cat03_code","年齢5歳階級","cat04_code","概算値","area_code","全国","time_code","時間軸（年月日現在）","unit","value","annotation"
"001","人口","001","総人口","000","男女計","01004","15～19歳","01","概算値","00000","全国","2022000303","2022年3月","万人","557",""
"001","人口","001","総人口","000","男女計","01005","20～24歳","01","概算値","00000","全国","2021001212","2021年12月","万人","626",""
"001","人口","001","総人口","000","男女計","01005","20～24歳","01","概算値","00000","全国","2022000101","2022年1月","万人","626",""
"001","人口","001","総人口","000","男女計","01005","20～24歳","01","概算値","00000","全国","2022000202","2022年2月","万人","626",""
"001","人口","001","総人口","000","男女計","01005","20～24歳","01","概算値","00000","全国","2022000303","2022年3月","万人","626",""
"001","人口","001","総人口","000","男女計","01006","25～29歳","01","概算値","00000","全国","2021001212","2021年12月","万人","639",""
"001","人口","001","総人口","000","男女計","01006","25～29歳","01","概算値","00000","全国","2022000101","2022年1月","万人","639",""
"001","人口","001","総人口","000","男女計","01006","25～29歳","01","概算値","00000","全国","2022000202","2022年2月","万人","639",""
"001","人口","001","総人口","000","男女計","01006","25～29歳","01","概算値","00000","全国","2022000303","2022年3月","万人","639",""
"001","人口","001","総人口","000","男女計","01007","30～34歳","01","概算値","00000","全国","2021001212","2021年12月","万人","654",""
"001","人口","001","総人口","000","男女計","01007","30～34歳","01","概算値","00000","全国","2022000101","2022年1月","万人","653",""
"001","人口","001","総人口","000","男女計","01007","30～34歳","01","概算値","00000","全国","2022000202","2022年2月","万人","652",""
"001","人口","001","総人口","000","男女計","01007","30～34歳","01","概算値","00000","全国","2022000303","2022年3月","万人","651",""
"001","人口","001","総人口","000","男女計","01008","35～39歳","01","概算値","00000","全国","2021001212","2021年12月","万人","734",""
"001","人口","001","総人口","000","男女計","01008","35～39歳","01","概算値","00000","全国","2022000101","2022年1月","万人","733",""
"001","人口","001","総人口","000","男女計","01008","35～39歳","01","概算値","00000","全国","2022000202","2022年2月","万人","732",""
"001","人口","001","総人口","000","男女計","01008","35～39歳","01","概算値","00000","全国","2022000303","2022年3月","万人","730",""
"001","人口","001","総人口","000","男女計","01009","40～44歳","01","概算値","00000","全国","2021001212","2021年12月","万人","814",""
"001","人口","001","総人口","000","男女計","01009","40～44歳","01","概算値","00000","全国","2022000101","2022年1月","万人","812",""
"001","人口","001","総人口","000","男女計","01009","40～44歳","01","概算値","00000","全国","2022000202","2022年2月","万人","810",""
"001","人口","001","総人口","000","男女計","01009","40～44歳","01","概算値","00000","全国","2022000303","2022年3月","万人","808",""
"001","人口","001","総人口","000","男女計","01010","45～49歳","01","概算値","00000","全国","2021001212","2021年12月","万人","969",""
"001","人口","001","総人口","000","男女計","01010","45～49歳","01","概算値","00000","全国","2022000101","2022年1月","万人","968",""
"001","人口","001","総人口","000","男女計","01010","45～49歳","01","概算値","00000","全国","2022000202","2022年2月","万人","964",""
"001","人口","001","総人口","000","男女計","01010","45～49歳","01","概算値","00000","全国","2022000303","2022年3月","万人","961",""
"001","人口","001","総人口","000","男女計","01011","50～54歳","01","概算値","00000","全国","2021001212","2021年12月","万人","935",""
"001","人口","001","総人口","000","男女計","01011","50～54歳","01","概算値","00000","全国","2022000101","2022年1月","万人","938",""
"001","人口","001","総人口","000","男女計","01011","50～54歳","01","概算値","00000","全国","2022000202","2022年2月","万人","936",""
"001","人口","001","総人口","000","男女計","01011","50～54歳","01","概算値","00000","全国","2022000303","2022年3月","万人","936",""
"001","人口","001","総人口","000","男女計","01012","55～59歳","01","概算値","00000","全国","2021001212","2021年12月","万人","781",""
"001","人口","001","総人口","000","男女計","01012","55～59歳","01","概算値","00000","全国","2022000101","2022年1月","万人","781",""
"001","人口","001","総人口","000","男女計","01012","55～59歳","01","概算値","00000","全国","2022000202","2022年2月","万人","784",""
"001","人口","001","総人口","000","男女計","01012","55～59歳","01","概算値","00000","全国","2022000303","2022年3月","万人","786",""
"001","人口","001","総人口","000","男女計","01013","60～64歳","01","概算値","00000","全国","2021001212","2021年12月","万人","738",""
"001","人口","001","総人口","000","男女計","01013","60～64歳","01","概算値","00000","全国","2022000101","2022年1月","万人","739",""
"001","人口","001","総人口","000","男女計","01013","60～64歳","01","概算値","00000","全国","2022000202","2022年2月","万人","738",""
"001","人口","001","総人口","000","男女計","01013","60～64歳","01","概算値","00000","全国","2022000303","2022年3月","万人","739",""
"001","人口","001","総人口","000","男女計","01014","65～69歳","01","概算値","00000","全国","2021001212","2021年12月","万人","782",""
"001","人口","001","総人口","000","男女計","01014","65～69歳","01","概算値","00000","全国","2022000101","2022年1月","万人","779",""
"001","人口","001","総人口","000","男女計","01014","65～69歳","01","概算値","00000","全国","2022000202","2022年2月","万人","775",""
"001","人口","001","総人口","000","男女計","01014","65～69歳","01","概算値","00000","全国","2022000303","2022年3月","万人","771",""
"001","人口","001","総人口","000","男女計","01015","70～74歳","01","概算値","00000","全国","2021001212","2021年12月","万人","964",""
"001","人口","001","総人口","000","男女計","01015","70～74歳","01","概算値","00000","全国","2022000101","2022年1月","万人","964",""
"001","人口","001","総人口","000","男女計","01015","70～74歳","01","概算値","00000","全国","2022000202","2022年2月","万人","960",""
"001","人口","001","総人口","000","男女計","01015","70～74歳","01","概算値","00000","全国","2022000303","2022年3月","万人","959",""
"001","人口","001","総人口","000","男女計","01016","75～79歳","01","概算値","00000","全国","2021001212","2021年12月","万人","673",""
"001","人口","001","総人口","000","男女計","01016","75～79歳","01","概算値","00000","全国","2022000101","2022年1月","万人","672",""
"001","人口","001","総人口","000","男女計","01016","75～79歳","01","概算値","00000","全国","2022000202","2022年2月","万人","675",""
"001","人口","001","総人口","000","男女計","01016","75～79歳","01","概算値","00000","全国","2022000303","2022年3月","万人","676",""
"001","人口","001","総人口","000","男女計","01017","80～84歳","01","概算値","00000","全国","2021001212","2021年12月","万人","561",""
"001","人口","001","総人口","000","男女計","01017","80～84歳","01","概算値","00000","全国","2022000101","2022年1月","万人","563",""
"001","人口","001","総人口","000","男女計","01017","80～84歳","01","概算値","00000","全国","2022000202","2022年2月","万人","566",""
"001","人口","001","総人口","000","男女計","01017","80～84歳","01","概算値","00000","全国","2022000303","2022年3月","万人","568",""
"001","人口","001","総人口","000","男女計","01018","85～89歳","01","概算値","00000","全国","2021001212","2021年12月","万人","388",""
"001","人口","001","総人口","000","男女計","01018","85～89歳","01","概算値","00000","全国","2022000101","2022年1月","万人","388",""
"001","人口","001","総人口","000","男女計","01018","85～89歳","01","概算値","00000","全国","2022000202","2022年2月","万人","391",""
"001","人口","001","総人口","000","男女計","01018","85～89歳","01","概算値","00000","全国","2022000303","2022年3月","万人","392",""
"001","人口","001","総人口","000","男女計","01019","90～94歳","01","概算値","00000","全国","2021001212","2021年12月","万人","192",""
"001","人口","001","総人口","000","男女計","01019","90～94歳","01","概算値","00000","全国","2022000101","2022年1月","万人","192",""
"001","人口","001","総人口","000","男女計","01019","90～94歳","01","概算値","00000","全国","2022000202","2022年2月","万人","193",""
"001","人口","001","総人口","000","男女計","01019","90～94歳","01","概算値","00000","全国","2022000303","2022年3月","万人","194",""
"001","人口","001","総人口","000","男女計","01020","95～99歳","01","概算値","00000","全国","2021001212","2021年12月","万人","55",""
"001","人口","001","総人口","000","男女計","01020","95～99歳","01","概算値","00000","全国","2022000101","2022年1月","万人","55",""
"001","人口","001","総人口","000","男女計","01020","95～99歳","01","概算値","00000","全国","2022000202","2022年2月","万人","56",""
"001","人口","001","総人口","000","男女計","01020","95～99歳","01","概算値","00000","全国","2022000303","2022年3月","万人","56",""
"001","人口","001","総人口","000","男女計","01021","100歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","9",""
"001","人口","001","総人口","000","男女計","01021","100歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","9",""
"001","人口","001","総人口","000","男女計","01021","100歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","9",""
"001","人口","001","総人口","000","男女計","01021","100歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","9",""
"001","人口","001","総人口","000","男女計","02000","（再掲）15歳未満","01","概算値","00000","全国","2021001212","2021年12月","万人","1475",""
"001","人口","001","総人口","000","男女計","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000101","2022年1月","万人","1472",""
"001","人口","001","総人口","000","男女計","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000202","2022年2月","万人","1469",""
"001","人口","001","総人口","000","男女計","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000303","2022年3月","万人","1467",""
"001","人口","001","総人口","000","男女計","01023","（再掲）15～64歳","01","概算値","00000","全国","2021001212","2021年12月","万人","7449",""
"001","人口","001","総人口","000","男女計","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000101","2022年1月","万人","7449",""
"001","人口","001","総人口","000","男女計","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000202","2022年2月","万人","7440",""
"001","人口","001","総人口","000","男女計","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000303","2022年3月","万人","7434",""
"001","人口","001","総人口","000","男女計","01024","（再掲）65歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","3624",""
"001","人口","001","総人口","000","男女計","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","3622",""
"001","人口","001","総人口","000","男女計","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","3625",""
"001","人口","001","総人口","000","男女計","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","3626",""
"001","人口","001","総人口","000","男女計","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","1878",""
"001","人口","001","総人口","000","男女計","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","1879",""
"001","人口","001","総人口","000","男女計","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","1889",""
"001","人口","001","総人口","000","男女計","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","1896",""
"001","人口","001","総人口","000","男女計","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","644",""
"001","人口","001","総人口","000","男女計","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","643",""
"001","人口","001","総人口","000","男女計","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","649",""
"001","人口","001","総人口","000","男女計","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","652",""
"001","人口","001","総人口","001","男","01000","総数","01","概算値","00000","全国","2021001212","2021年12月","万人","6099",""
"001","人口","001","総人口","001","男","01000","総数","01","概算値","00000","全国","2022000101","2022年1月","万人","6098",""
"001","人口","001","総人口","001","男","01000","総数","01","概算値","00000","全国","2022000202","2022年2月","万人","6094",""
"001","人口","001","総人口","001","男","01000","総数","01","概算値","00000","全国","2022000303","2022年3月","万人","6090",""
"001","人口","001","総人口","001","男","01001","0～4歳","01","概算値","00000","全国","2021001212","2021年12月","万人","224",""
"001","人口","001","総人口","001","男","01001","0～4歳","01","概算値","00000","全国","2022000101","2022年1月","万人","223",""
"001","人口","001","総人口","001","男","01001","0～4歳","01","概算値","00000","全国","2022000202","2022年2月","万人","222",""
"001","人口","001","総人口","001","男","01001","0～4歳","01","概算値","00000","全国","2022000303","2022年3月","万人","221",""
"001","人口","001","総人口","001","男","01002","5～9歳","01","概算値","00000","全国","2021001212","2021年12月","万人","258",""
"001","人口","001","総人口","001","男","01002","5～9歳","01","概算値","00000","全国","2022000101","2022年1月","万人","257",""
"001","人口","001","総人口","001","男","01002","5～9歳","01","概算値","00000","全国","2022000202","2022年2月","万人","257",""
"001","人口","001","総人口","001","男","01002","5～9歳","01","概算値","00000","全国","2022000303","2022年3月","万人","256",""
"001","人口","001","総人口","001","男","01003","10～14歳","01","概算値","00000","全国","2021001212","2021年12月","万人","274",""
"001","人口","001","総人口","001","男","01003","10～14歳","01","概算値","00000","全国","2022000101","2022年1月","万人","274",""
"001","人口","001","総人口","001","男","01003","10～14歳","01","概算値","00000","全国","2022000202","2022年2月","万人","274",""
"001","人口","001","総人口","001","男","01003","10～14歳","01","概算値","00000","全国","2022000303","2022年3月","万人","274",""
"001","人口","001","総人口","001","男","01004","15～19歳","01","概算値","00000","全国","2021001212","2021年12月","万人","287",""
"001","人口","001","総人口","001","男","01004","15～19歳","01","概算値","00000","全国","2022000101","2022年1月","万人","287",""
"001","人口","001","総人口","001","男","01004","15～19歳","01","概算値","00000","全国","2022000202","2022年2月","万人","287",""
"001","人口","001","総人口","001","男","01004","15～19歳","01","概算値","00000","全国","2022000303","2022年3月","万人","286",""
"001","人口","001","総人口","001","男","01005","20～24歳","01","概算値","00000","全国","2021001212","2021年12月","万人","320",""
"001","人口","001","総人口","001","男","01005","20～24歳","01","概算値","00000","全国","2022000101","2022年1月","万人","321",""
"001","人口","001","総人口","001","男","01005","20～24歳","01","概算値","00000","全国","2022000202","2022年2月","万人","321",""
"001","人口","001","総人口","001","男","01005","20～24歳","01","概算値","00000","全国","2022000303","2022年3月","万人","321",""
"001","人口","001","総人口","001","男","01006","25～29歳","01","概算値","00000","全国","2021001212","2021年12月","万人","328",""
"001","人口","001","総人口","001","男","01006","25～29歳","01","概算値","00000","全国","2022000101","2022年1月","万人","328",""
"001","人口","001","総人口","001","男","01006","25～29歳","01","概算値","00000","全国","2022000202","2022年2月","万人","328",""
"001","人口","001","総人口","001","男","01006","25～29歳","01","概算値","00000","全国","2022000303","2022年3月","万人","328",""
"001","人口","001","総人口","001","男","01007","30～34歳","01","概算値","00000","全国","2021001212","2021年12月","万人","334",""
"001","人口","001","総人口","001","男","01007","30～34歳","01","概算値","00000","全国","2022000101","2022年1月","万人","334",""
"001","人口","001","総人口","001","男","01007","30～34歳","01","概算値","00000","全国","2022000202","2022年2月","万人","333",""
"001","人口","001","総人口","001","男","01007","30～34歳","01","概算値","00000","全国","2022000303","2022年3月","万人","333",""
"001","人口","001","総人口","001","男","01008","35～39歳","01","概算値","00000","全国","2021001212","2021年12月","万人","373",""
"001","人口","001","総人口","001","男","01008","35～39歳","01","概算値","00000","全国","2022000101","2022年1月","万人","372",""
"001","人口","001","総人口","001","男","01008","35～39歳","01","概算値","00000","全国","2022000202","2022年2月","万人","372",""
"001","人口","001","総人口","001","男","01008","35～39歳","01","概算値","00000","全国","2022000303","2022年3月","万人","371",""
"001","人口","001","総人口","001","男","01009","40～44歳","01","概算値","00000","全国","2021001212","2021年12月","万人","413",""
"001","人口","001","総人口","001","男","01009","40～44歳","01","概算値","00000","全国","2022000101","2022年1月","万人","412",""
"001","人口","001","総人口","001","男","01009","40～44歳","01","概算値","00000","全国","2022000202","2022年2月","万人","411",""
"001","人口","001","総人口","001","男","01009","40～44歳","01","概算値","00000","全国","2022000303","2022年3月","万人","410",""
"001","人口","001","総人口","001","男","01010","45～49歳","01","概算値","00000","全国","2021001212","2021年12月","万人","491",""
"001","人口","001","総人口","001","男","01010","45～49歳","01","概算値","00000","全国","2022000101","2022年1月","万人","490",""
"001","人口","001","総人口","001","男","01010","45～49歳","01","概算値","00000","全国","2022000202","2022年2月","万人","488",""
"001","人口","001","総人口","001","男","01010","45～49歳","01","概算値","00000","全国","2022000303","2022年3月","万人","486",""
"001","人口","001","総人口","001","男","01011","50～54歳","01","概算値","00000","全国","2021001212","2021年12月","万人","470",""
"001","人口","001","総人口","001","男","01011","50～54歳","01","概算値","00000","全国","2022000101","2022年1月","万人","472",""
"001","人口","001","総人口","001","男","01011","50～54歳","01","概算値","00000","全国","2022000202","2022年2月","万人","471",""
"001","人口","001","総人口","001","男","01011","50～54歳","01","概算値","00000","全国","2022000303","2022年3月","万人","471",""
"001","人口","001","総人口","001","男","01012","55～59歳","01","概算値","00000","全国","2021001212","2021年12月","万人","390",""
"001","人口","001","総人口","001","男","01012","55～59歳","01","概算値","00000","全国","2022000101","2022年1月","万人","390",""
"001","人口","001","総人口","001","男","01012","55～59歳","01","概算値","00000","全国","2022000202","2022年2月","万人","391",""
"001","人口","001","総人口","001","男","01012","55～59歳","01","概算値","00000","全国","2022000303","2022年3月","万人","393",""
"001","人口","001","総人口","001","男","01013","60～64歳","01","概算値","00000","全国","2021001212","2021年12月","万人","365",""
"001","人口","001","総人口","001","男","01013","60～64歳","01","概算値","00000","全国","2022000101","2022年1月","万人","365",""
"001","人口","001","総人口","001","男","01013","60～64歳","01","概算値","00000","全国","2022000202","2022年2月","万人","365",""
"001","人口","001","総人口","001","男","01013","60～64歳","01","概算値","00000","全国","2022000303","2022年3月","万人","366",""
"001","人口","001","総人口","001","男","01014","65～69歳","01","概算値","00000","全国","2021001212","2021年12月","万人","380",""
"001","人口","001","総人口","001","男","01014","65～69歳","01","概算値","00000","全国","2022000101","2022年1月","万人","379",""
"001","人口","001","総人口","001","男","01014","65～69歳","01","概算値","00000","全国","2022000202","2022年2月","万人","377",""
"001","人口","001","総人口","001","男","01014","65～69歳","01","概算値","00000","全国","2022000303","2022年3月","万人","375",""
"001","人口","001","総人口","001","男","01015","70～74歳","01","概算値","00000","全国","2021001212","2021年12月","万人","455",""
"001","人口","001","総人口","001","男","01015","70～74歳","01","概算値","00000","全国","2022000101","2022年1月","万人","455",""
"001","人口","001","総人口","001","男","01015","70～74歳","01","概算値","00000","全国","2022000202","2022年2月","万人","453",""
"001","人口","001","総人口","001","男","01015","70～74歳","01","概算値","00000","全国","2022000303","2022年3月","万人","452",""
"001","人口","001","総人口","001","男","01016","75～79歳","01","概算値","00000","全国","2021001212","2021年12月","万人","300",""
"001","人口","001","総人口","001","男","01016","75～79歳","01","概算値","00000","全国","2022000101","2022年1月","万人","300",""
"001","人口","001","総人口","001","男","01016","75～79歳","01","概算値","00000","全国","2022000202","2022年2月","万人","301",""
"001","人口","001","総人口","001","男","01016","75～79歳","01","概算値","00000","全国","2022000303","2022年3月","万人","302",""
"001","人口","001","総人口","001","男","01017","80～84歳","01","概算値","00000","全国","2021001212","2021年12月","万人","233",""
"001","人口","001","総人口","001","男","01017","80～84歳","01","概算値","00000","全国","2022000101","2022年1月","万人","234",""
"001","人口","001","総人口","001","男","01017","80～84歳","01","概算値","00000","全国","2022000202","2022年2月","万人","235",""
"001","人口","001","総人口","001","男","01017","80～84歳","01","概算値","00000","全国","2022000303","2022年3月","万人","236",""
"001","人口","001","総人口","001","男","01018","85～89歳","01","概算値","00000","全国","2021001212","2021年12月","万人","139",""
"001","人口","001","総人口","001","男","01018","85～89歳","01","概算値","00000","全国","2022000101","2022年1月","万人","139",""
"001","人口","001","総人口","001","男","01018","85～89歳","01","概算値","00000","全国","2022000202","2022年2月","万人","141",""
"001","人口","001","総人口","001","男","01018","85～89歳","01","概算値","00000","全国","2022000303","2022年3月","万人","141",""
"001","人口","001","総人口","001","男","01019","90～94歳","01","概算値","00000","全国","2021001212","2021年12月","万人","54",""
"001","人口","001","総人口","001","男","01019","90～94歳","01","概算値","00000","全国","2022000101","2022年1月","万人","54",""
"001","人口","001","総人口","001","男","01019","90～94歳","01","概算値","00000","全国","2022000202","2022年2月","万人","54",""
"001","人口","001","総人口","001","男","01019","90～94歳","01","概算値","00000","全国","2022000303","2022年3月","万人","55",""
"001","人口","001","総人口","001","男","01020","95～99歳","01","概算値","00000","全国","2021001212","2021年12月","万人","11",""
"001","人口","001","総人口","001","男","01020","95～99歳","01","概算値","00000","全国","2022000101","2022年1月","万人","11",""
"001","人口","001","総人口","001","男","01020","95～99歳","01","概算値","00000","全国","2022000202","2022年2月","万人","11",""
"001","人口","001","総人口","001","男","01020","95～99歳","01","概算値","00000","全国","2022000303","2022年3月","万人","11",""
"001","人口","001","総人口","001","男","01021","100歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","1",""
"001","人口","001","総人口","001","男","01021","100歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","1",""
"001","人口","001","総人口","001","男","01021","100歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","1",""
"001","人口","001","総人口","001","男","01021","100歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","1",""
"001","人口","001","総人口","001","男","02000","（再掲）15歳未満","01","概算値","00000","全国","2021001212","2021年12月","万人","756",""
"001","人口","001","総人口","001","男","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000101","2022年1月","万人","754",""
"001","人口","001","総人口","001","男","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000202","2022年2月","万人","753",""
"001","人口","001","総人口","001","男","02000","（再掲）15歳未満","01","概算値","00000","全国","2022000303","2022年3月","万人","751",""
"001","人口","001","総人口","001","男","01023","（再掲）15～64歳","01","概算値","00000","全国","2021001212","2021年12月","万人","3771",""
"001","人口","001","総人口","001","男","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000101","2022年1月","万人","3771",""
"001","人口","001","総人口","001","男","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000202","2022年2月","万人","3768",""
"001","人口","001","総人口","001","男","01023","（再掲）15～64歳","01","概算値","00000","全国","2022000303","2022年3月","万人","3764",""
"001","人口","001","総人口","001","男","01024","（再掲）65歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","1573",""
"001","人口","001","総人口","001","男","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","1572",""
"001","人口","001","総人口","001","男","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","1573",""
"001","人口","001","総人口","001","男","01024","（再掲）65歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","1574",""
"001","人口","001","総人口","001","男","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","738",""
"001","人口","001","総人口","001","男","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","739",""
"001","人口","001","総人口","001","男","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","744",""
"001","人口","001","総人口","001","男","01026","（再掲）うち75歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","747",""
"001","人口","001","総人口","001","男","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2021001212","2021年12月","万人","205",""
"001","人口","001","総人口","001","男","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000101","2022年1月","万人","205",""
"001","人口","001","総人口","001","男","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000202","2022年2月","万人","207",""
"001","人口","001","総人口","001","男","01027","（再掲）うち85歳以上","01","概算値","00000","全国","2022000303","2022年3月","万人","208",""
"001","人口","001","総人口","002","女","01000","総数","01","概算値","00000","全国","2021001212","2021年12月","万人","6448",""
"001","人口","001","総人口","002","女","01000","総数","01","概算値","00000","全国","2022000101","2022年1月","万人","6446",""
"001","人口","001","総人口","002","女","01000","総数","01","概算値","00000","全国","2022000202","2022年2月","万人","6441",""
"001","人口","001","総人口","002","女","01000","総数","01","概算値","00000","全国","2022000303","2022年3月","万人","6437",""
"001","人口","001","総人口","002","女","01001","0～4歳","01","概算値","00000","全国","2021001212","2021年12月","万人","214",""
"001","人口","001","総人口","002","女","01001","0～4歳","01","概算値","00000","全国","2022000101","2022年1月","万人","213",""
"001","人口","001","総人口","002","女","01001","0～4歳","01","概算値","00000","全国","2022000202","2022年2月","万人","212",""
